0 0 0.951057
1 -9.79717e-17 0.731764
2 1 0.713294
3 0.260802 0.748502
4 0.309017 0.951057
5 0.85144 0.538352
6 1.30902 0.713293
7 0.628691 0.106763
8 -0.809017 1.098
9 0.488168 -0.479335
10 -0.239198 0.817702
11 1.53884 -0.297746
12 -0.804977 1.39356
13 -0.584954 -0.573926
14 -1.61803 1.30108
15 -0.000334328 -0.447895
16 0.306719 0.920099
17 -0.951057 -0.731763
18 -0.504267 0.826581
19 -1.54311 -0.607796
20 1.30902 0.440839
21 -0.953355 -1.015
22 0.499666 0.43648
23 2.14316e-07 -1.01127
24 1.15734 0.143619
25 0.479569 -1.41744
26 0.720595 0.0827027
27 0.984832 -1.51972
28 0.263803 -0.146946
29 0.509303 -0.907322
30 -0.183915 -0.0827022
31 1.24495 -1.01127
32 -0.539062 -0.393287
33 1.14421 -0.51166
34 -0.404508 -0.440839
35 0.284344 -0.607272
36 -1.27897 -0.71922
37 0.293893 -0.452254
38 -1.33487 -0.886977
39 -0.41524 -0.606642
40 -0.404508 -1.30108
41 -0.359341 -0.404073
42 -0.664057 -1.51639
43 -1.06331 -0.172746
44 -0.0145929 -1.10229
45 -1.1295 0.0592117
46 0.154508 -1.098
47 -0.268125 0.277539
48 0.858162 -0.687457
49 -1.15325 0.441929
50 0.98067 -1.10718
51 -0.435771 0.770518
52 0.762137 -0.530186
53 0.475529 1.05902
54 -0.229445 -0.739659
55 0.760036 1.28649
56 -0.760139 -0.941781
57 0.0947614 0.690926
58 -0.274569 -0.425748
59 -0.910305 1.2362
60 0.654509 -0.237764
61 -0.670226 0.412128
62 0.195067 0.245747
63 0.232417 -0.149123
64 0.809671 0.408834
65 0.182832 -0.41249
66 0.209812 -0.0848735
67 0.475529 -0.125
68 -0.0636309 -0.543652
69 0.213196 0.277474
70 0.0470154 -0.0241813
71 0.671352 1.05574
72 -0.336639 0.183046
73 0.552212 0.770366
74 -0.202254 0.713294
75 0.254574 0.298656
76 -0.567004 0.674539
77 -0.0268939 0.185627
78 -0.808959 0.977328
79 -0.0978031 -0.400836
80 0.0051497 1.10835
81 -0.207949 -0.573829
82 -0.303953 0.60689
83 -0.456253 -0.809015
84 -0.0244452 0.365605
85 -0.683477 -1.1692
86 -0.0855496 -0.0467918
87 -0.150888 -0.745896
88 0.309698 -0.434268
89 -0.481336 -0.698803
90 0.544068 -0.576465
91 -0.133558 -0.508548
92 0.909213 -1.21197
93 -0.107401 0.0295084
94 1.23647 -0.802401
95 0.341971 0.615312
96 0.871323 -0.81543
97 0.469722 1.15106
98 1.13695 -0.572917
99 0.80017 0.764135
100 0.896216 -0.190972
