0.0500000000	0.0047709154
0.1000000000	0.0094732698
0.1500000000	0.0140472624
0.2000000000	0.0186997977
0.2500000000	0.0185559755
0.3000000000	0.0185701307
0.3500000000	0.0186348591
0.4000000000	0.0186057902
0.4500000000	0.0185909205
0.5000000000	0.0185265470
0.5500000000	0.0185568388
0.6000000000	0.0185450247
0.6500000000	0.0185279145
0.7000000000	0.0185338113
0.7500000000	0.0185280130
0.8000000000	0.0185962342
0.8500000000	0.0185771180
0.9000000000	0.0186055450
0.9500000000	0.0186038661
1.0000000000	0.0186264488
1.0500000000	0.0186539019
1.1000000000	0.0186181949
1.1500000000	0.0186380293
1.2000000000	0.0186074422
1.2500000000	0.0186351589
1.3000000000	0.0186227105
1.3500000000	0.0186026025
1.4000000000	0.0185852395
1.4500000000	0.0185711463
1.5000000000	0.0186022417
1.5500000000	0.0185220661
1.6000000000	0.0185659066
1.6500000000	0.0185809511
1.7000000000	0.0185428360
1.7500000000	0.0185975206
1.8000000000	0.0185853673
1.8500000000	0.0185889006
1.9000000000	0.0186143540
1.9500000000	0.0186705199
2.0000000000	0.0187637812
2.0500000000	0.0189149785
2.1000000000	0.0190556927
2.1500000000	0.0191814572
2.2000000000	0.0192742918
2.2500000000	0.0192584023
2.3000000000	0.0193079588
2.3500000000	0.0193289775
2.4000000000	0.0193104802
2.4500000000	0.0193033876
2.5000000000	0.0192967938
2.5500000000	0.0193157453
2.6000000000	0.0192500651
2.6500000000	0.0192957074
2.7000000000	0.0192415224
2.7500000000	0.0191960227
2.8000000000	0.0192589596
2.8500000000	0.0191413089
2.9000000000	0.0192211747
2.9500000000	0.0192591867
3.0000000000	0.0192741072
3.0500000000	0.0193982669
3.1000000000	0.0194479006
3.1500000000	0.0193946517
3.2000000000	0.0194004059
3.2500000000	0.0194817298
3.3000000000	0.0192911946
3.3500000000	0.0192114949
3.4000000000	0.0191602803
3.4500000000	0.0189426148
3.5000000000	0.0186068848
3.5500000000	0.0180298026
3.6000000000	0.0175265767
3.6500000000	0.0173645385
3.7000000000	0.0177886175
3.7500000000	0.0185585456
3.8000000000	0.0192200742
3.8500000000	0.0196770115
3.9000000000	0.0200014035
3.9500000000	0.0200251170
4.0000000000	0.0204052594
4.0500000000	0.0202361934
4.1000000000	0.0204787612
4.1500000000	0.0206108113
4.2000000000	0.0204233713
4.2500000000	0.0207239172
4.3000000000	0.0205752405
4.3500000000	0.0207259306
4.4000000000	0.0206085623
4.4500000000	0.0206939761
4.5000000000	0.0207582092
4.5500000000	0.0206675615
4.6000000000	0.0207361504
4.6500000000	0.0207118869
4.7000000000	0.0206574877
4.7500000000	0.0207773277
4.8000000000	0.0207258708
4.8500000000	0.0206134904
4.9000000000	0.0205643022
4.9500000000	0.0204996499
5.0000000000	0.0206390531
5.0500000000	0.0205591869
5.1000000000	0.0201813525
5.1500000000	0.0200256952
5.2000000000	0.0199537685
5.2500000000	0.0196615736
5.3000000000	0.0193456862
5.3500000000	0.0188362166
5.4000000000	0.0181951165
5.4500000000	0.0182232158
5.5000000000	0.0188728020
5.5500000000	0.0195857083
5.6000000000	0.0203009164
5.6500000000	0.0208705329
5.7000000000	0.0211283075
5.7500000000	0.0212267464
5.8000000000	0.0213717865
5.8500000000	0.0214427054
5.9000000000	0.0214781797
5.9500000000	0.0216504114
